,ShiftDate,ClinicName,ClinicCity,ClinicState,ShiftID,ShiftStart,ShiftEnd,DoctorFullName,HoursWorked
2278,2006-01-15,Redmond,Redmond,WA,2,01:00:00,21:00:00,George Abercrombie,20
2279,2006-01-16,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,No Doctor,20
2280,2006-01-16,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2281,2006-01-16,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2282,2006-01-16,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Robert Hodges,20
2283,2006-01-16,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2284,2006-01-16,Redmond,Redmond,WA,2,01:00:00,21:00:00,No Doctor,20
2285,2006-01-17,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2286,2006-01-17,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Mihail Kim,20
2287,2006-01-17,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Mihail Kim,20
2288,2006-01-17,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2289,2006-01-17,Redmond,Redmond,WA,1,09:00:00,05:00:00,George Abercrombie,20
2290,2006-01-17,Redmond,Redmond,WA,2,01:00:00,21:00:00,Laura German,20
2291,2006-01-18,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2292,2006-01-18,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2293,2006-01-18,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
2294,2006-01-18,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
2295,2006-01-18,Redmond,Redmond,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
2296,2006-01-18,Redmond,Redmond,WA,2,01:00:00,21:00:00,No Doctor,20
2297,2006-01-19,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
2298,2006-01-19,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Robert Hodges,20
2299,2006-01-19,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2300,2006-01-19,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
2301,2006-01-19,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2302,2006-01-19,Redmond,Redmond,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2303,2006-01-20,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
2304,2006-01-20,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
2305,2006-01-20,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
2306,2006-01-20,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
2307,2006-01-20,Redmond,Redmond,WA,1,09:00:00,05:00:00,Laura German,20
2308,2006-01-20,Redmond,Redmond,WA,2,01:00:00,21:00:00,Robert Hodges,20
2309,2006-01-21,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
2310,2006-01-21,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Laura German,20
2311,2006-01-21,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2312,2006-01-21,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
2313,2006-01-21,Redmond,Redmond,WA,1,09:00:00,05:00:00,No Doctor,20
2314,2006-01-21,Redmond,Redmond,WA,2,01:00:00,21:00:00,Robert Hodges,20
2315,2006-01-22,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2316,2006-01-22,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Alan Frintu,20
2317,2006-01-22,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
2318,2006-01-22,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2319,2006-01-22,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2320,2006-01-22,Redmond,Redmond,WA,2,01:00:00,21:00:00,Alan Frintu,20
2321,2006-01-23,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Michael John Greer,20
2322,2006-01-23,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
2323,2006-01-23,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2324,2006-01-23,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Alan Frintu,20
2325,2006-01-23,Redmond,Redmond,WA,1,09:00:00,05:00:00,Rudolph Ison,20
2326,2006-01-23,Redmond,Redmond,WA,2,01:00:00,21:00:00,Michael John Greer,20
2327,2006-01-24,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,George Abercrombie,20
2328,2006-01-24,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,George Abercrombie,20
2329,2006-01-24,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
2330,2006-01-24,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2331,2006-01-24,Redmond,Redmond,WA,1,09:00:00,05:00:00,Mihail Kim,20
2332,2006-01-24,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
2333,2006-01-25,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
2334,2006-01-25,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
2335,2006-01-25,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
2336,2006-01-25,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
2337,2006-01-25,Redmond,Redmond,WA,1,09:00:00,05:00:00,Mihail Kim,20
2338,2006-01-25,Redmond,Redmond,WA,2,01:00:00,21:00:00,Robert Hodges,20
2339,2006-01-26,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2340,2006-01-26,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Robert Hodges,20
2341,2006-01-26,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2342,2006-01-26,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2343,2006-01-26,Redmond,Redmond,WA,1,09:00:00,05:00:00,Alan Frintu,20
2344,2006-01-26,Redmond,Redmond,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2345,2006-01-27,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,No Doctor,20
2346,2006-01-27,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,George Abercrombie,20
2347,2006-01-27,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
2348,2006-01-27,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2349,2006-01-27,Redmond,Redmond,WA,1,09:00:00,05:00:00,George Abercrombie,20
2350,2006-01-27,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
2351,2006-01-28,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Mihail Kim,20
2352,2006-01-28,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
2353,2006-01-28,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
2354,2006-01-28,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
2355,2006-01-28,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2356,2006-01-28,Redmond,Redmond,WA,2,01:00:00,21:00:00,George Abercrombie,20
2357,2006-01-29,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2358,2006-01-29,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
2359,2006-01-29,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
2360,2006-01-29,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2361,2006-01-29,Redmond,Redmond,WA,1,09:00:00,05:00:00,Laura German,20
2362,2006-01-29,Redmond,Redmond,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2363,2006-01-30,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Alan Frintu,20
2364,2006-01-30,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2365,2006-01-30,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,George Abercrombie,20
2366,2006-01-30,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2367,2006-01-30,Redmond,Redmond,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2368,2006-01-30,Redmond,Redmond,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2369,2006-01-31,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,No Doctor,20
2370,2006-01-31,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2371,2006-01-31,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2372,2006-01-31,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Laura German,20
2373,2006-01-31,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2374,2006-01-31,Redmond,Redmond,WA,2,01:00:00,21:00:00,Michael John Greer,20
2375,2006-02-01,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
2376,2006-02-01,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2377,2006-02-01,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Rudolph Ison,20
2378,2006-02-01,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2379,2006-02-01,Redmond,Redmond,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2380,2006-02-01,Redmond,Redmond,WA,2,01:00:00,21:00:00,Laura German,20
2381,2006-02-02,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2382,2006-02-02,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2383,2006-02-02,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2384,2006-02-02,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Robert Hodges,20
2385,2006-02-02,Redmond,Redmond,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
2386,2006-02-02,Redmond,Redmond,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2387,2006-02-03,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,George Abercrombie,20
2388,2006-02-03,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Laura German,20
2389,2006-02-03,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2390,2006-02-03,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
2391,2006-02-03,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
2392,2006-02-03,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
2393,2006-02-04,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Robert Hodges,20
2394,2006-02-04,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
2395,2006-02-04,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2396,2006-02-04,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Robert Hodges,20
2397,2006-02-04,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2398,2006-02-04,Redmond,Redmond,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
2399,2006-02-05,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Mihail Kim,20
2400,2006-02-05,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2401,2006-02-05,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Mihail Kim,20
2402,2006-02-05,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2403,2006-02-05,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2404,2006-02-05,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
2405,2006-02-06,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2406,2006-02-06,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2407,2006-02-06,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2408,2006-02-06,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2409,2006-02-06,Redmond,Redmond,WA,1,09:00:00,05:00:00,Michael John Greer,20
2410,2006-02-06,Redmond,Redmond,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2411,2006-02-07,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2412,2006-02-07,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,No Doctor,20
2413,2006-02-07,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2414,2006-02-07,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2415,2006-02-07,Redmond,Redmond,WA,1,09:00:00,05:00:00,Elizabeth Berndt,20
2416,2006-02-07,Redmond,Redmond,WA,2,01:00:00,21:00:00,Alan Frintu,20
2417,2006-02-08,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2418,2006-02-08,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2419,2006-02-08,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Laura German,20
2420,2006-02-08,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Michael John Greer,20
2421,2006-02-08,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2422,2006-02-08,Redmond,Redmond,WA,2,01:00:00,21:00:00,Michael John Greer,20
2423,2006-02-09,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
2424,2006-02-09,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Mihail Kim,20
2425,2006-02-09,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Robert Hodges,20
2426,2006-02-09,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
2427,2006-02-09,Redmond,Redmond,WA,1,09:00:00,05:00:00,Mihail Kim,20
2428,2006-02-09,Redmond,Redmond,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2429,2006-02-10,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2430,2006-02-10,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
2431,2006-02-10,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Laura German,20
2432,2006-02-10,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Michael John Greer,20
2433,2006-02-10,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2434,2006-02-10,Redmond,Redmond,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2435,2006-02-11,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,George Abercrombie,20
2436,2006-02-11,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2437,2006-02-11,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2438,2006-02-11,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2439,2006-02-11,Redmond,Redmond,WA,1,09:00:00,05:00:00,Alan Frintu,20
2440,2006-02-11,Redmond,Redmond,WA,2,01:00:00,21:00:00,George Abercrombie,20
2441,2006-02-12,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
2442,2006-02-12,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,No Doctor,20
2443,2006-02-12,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2444,2006-02-12,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Robert Hodges,20
2445,2006-02-12,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
2446,2006-02-12,Redmond,Redmond,WA,2,01:00:00,21:00:00,Michael John Greer,20
2447,2006-02-13,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Mihail Kim,20
2448,2006-02-13,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Mihail Kim,20
2449,2006-02-13,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,No Doctor,20
2450,2006-02-13,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2451,2006-02-13,Redmond,Redmond,WA,1,09:00:00,05:00:00,No Doctor,20
2452,2006-02-13,Redmond,Redmond,WA,2,01:00:00,21:00:00,Alan Frintu,20
2453,2006-02-14,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Mihail Kim,20
2454,2006-02-14,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
2455,2006-02-14,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,No Doctor,20
2456,2006-02-14,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2457,2006-02-14,Redmond,Redmond,WA,1,09:00:00,05:00:00,Mihail Kim,20
2458,2006-02-14,Redmond,Redmond,WA,2,01:00:00,21:00:00,George Abercrombie,20
2459,2006-02-15,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2460,2006-02-15,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
2461,2006-02-15,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,No Doctor,20
2462,2006-02-15,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
2463,2006-02-15,Redmond,Redmond,WA,1,09:00:00,05:00:00,Michael John Greer,20
2464,2006-02-15,Redmond,Redmond,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2465,2006-02-16,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
2466,2006-02-16,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,George Abercrombie,20
2467,2006-02-16,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Michael John Greer,20
2468,2006-02-16,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
2469,2006-02-16,Redmond,Redmond,WA,1,09:00:00,05:00:00,Robert Hodges,20
2470,2006-02-16,Redmond,Redmond,WA,2,01:00:00,21:00:00,Robert Hodges,20
2471,2006-02-17,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2472,2006-02-17,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Laura German,20
2473,2006-02-17,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,George Abercrombie,20
2474,2006-02-17,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
2475,2006-02-17,Redmond,Redmond,WA,1,09:00:00,05:00:00,Alan Frintu,20
2476,2006-02-17,Redmond,Redmond,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2477,2006-02-18,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2478,2006-02-18,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2479,2006-02-18,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2480,2006-02-18,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Mihail Kim,20
2481,2006-02-18,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2482,2006-02-18,Redmond,Redmond,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2483,2006-02-19,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
2484,2006-02-19,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kelly Steiner,20
2485,2006-02-19,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2486,2006-02-19,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2487,2006-02-19,Redmond,Redmond,WA,1,09:00:00,05:00:00,No Doctor,20
2488,2006-02-19,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
2489,2006-02-20,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2490,2006-02-20,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2491,2006-02-20,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Alan Frintu,20
2492,2006-02-20,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Laura German,20
2493,2006-02-20,Redmond,Redmond,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
2494,2006-02-20,Redmond,Redmond,WA,2,01:00:00,21:00:00,No Doctor,20
2495,2006-02-21,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2496,2006-02-21,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Mihail Kim,20
2497,2006-02-21,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2498,2006-02-21,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
2499,2006-02-21,Redmond,Redmond,WA,1,09:00:00,05:00:00,Rudolph Ison,20
2500,2006-02-21,Redmond,Redmond,WA,2,01:00:00,21:00:00,Alan Frintu,20
2501,2006-02-22,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Alan Frintu,20
2502,2006-02-22,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
2503,2006-02-22,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Michael John Greer,20
2504,2006-02-22,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
2505,2006-02-22,Redmond,Redmond,WA,1,09:00:00,05:00:00,Robert Hodges,20
2506,2006-02-22,Redmond,Redmond,WA,2,01:00:00,21:00:00,Mihail Kim,20
2507,2006-02-23,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2508,2006-02-23,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2509,2006-02-23,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,George Abercrombie,20
2510,2006-02-23,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Alan Frintu,20
2511,2006-02-23,Redmond,Redmond,WA,1,09:00:00,05:00:00,Michael John Greer,20
2512,2006-02-23,Redmond,Redmond,WA,2,01:00:00,21:00:00,Alan Frintu,20
2513,2006-02-24,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Robert Hodges,20
2514,2006-02-24,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2515,2006-02-24,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Mihail Kim,20
2516,2006-02-24,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Michael John Greer,20
2517,2006-02-24,Redmond,Redmond,WA,1,09:00:00,05:00:00,Johnny Kogan,20
2518,2006-02-24,Redmond,Redmond,WA,2,01:00:00,21:00:00,Robert Hodges,20
2519,2006-02-25,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Kelly Steiner,20
2520,2006-02-25,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
2521,2006-02-25,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Laura German,20
2522,2006-02-25,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Michael John Greer,20
2523,2006-02-25,Redmond,Redmond,WA,1,09:00:00,05:00:00,George Abercrombie,20
2524,2006-02-25,Redmond,Redmond,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2525,2006-02-26,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Rudolph Ison,20
2526,2006-02-26,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2527,2006-02-26,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
2528,2006-02-26,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
2529,2006-02-26,Redmond,Redmond,WA,1,09:00:00,05:00:00,George Abercrombie,20
2530,2006-02-26,Redmond,Redmond,WA,2,01:00:00,21:00:00,Rudolph Ison,20
2531,2006-02-27,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
2532,2006-02-27,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Robert Hodges,20
2533,2006-02-27,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kevin Mitchell,20
2534,2006-02-27,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
2535,2006-02-27,Redmond,Redmond,WA,1,09:00:00,05:00:00,Mihail Kim,20
2536,2006-02-27,Redmond,Redmond,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2537,2006-02-28,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Michael John Greer,20
2538,2006-02-28,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Michael John Greer,20
2539,2006-02-28,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Mihail Kim,20
2540,2006-02-28,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
2541,2006-02-28,Redmond,Redmond,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2542,2006-02-28,Redmond,Redmond,WA,2,01:00:00,21:00:00,Ben Goldstein,20
2543,2006-03-01,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Mihail Kim,20
2544,2006-03-01,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Alan Frintu,20
2545,2006-03-01,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,No Doctor,20
2546,2006-03-01,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,George Abercrombie,20
2547,2006-03-01,Redmond,Redmond,WA,1,09:00:00,05:00:00,Laura German,20
2548,2006-03-01,Redmond,Redmond,WA,2,01:00:00,21:00:00,Kevin Mitchell,20
2549,2006-03-02,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Laura German,20
2550,2006-03-02,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Alan Frintu,20
2551,2006-03-02,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Robert Hodges,20
2552,2006-03-02,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,No Doctor,20
2553,2006-03-02,Redmond,Redmond,WA,1,09:00:00,05:00:00,No Doctor,20
2554,2006-03-02,Redmond,Redmond,WA,2,01:00:00,21:00:00,Elizabeth Berndt,20
2555,2006-03-03,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Ben Goldstein,20
2556,2006-03-03,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2557,2006-03-03,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,George Abercrombie,20
2558,2006-03-03,Kirkland,Kirkland,WA,2,01:00:00,21:00:00,Johnny Kogan,20
2559,2006-03-03,Redmond,Redmond,WA,1,09:00:00,05:00:00,No Doctor,20
2560,2006-03-03,Redmond,Redmond,WA,2,01:00:00,21:00:00,Robert Hodges,20
2561,2006-03-04,Bellevue,Bellevue,WA,1,09:00:00,05:00:00,Michael John Greer,20
2562,2006-03-04,Bellevue,Bellevue,WA,2,01:00:00,21:00:00,Robert Hodges,20
2563,2006-03-04,Kirkland,Kirkland,WA,1,09:00:00,05:00:00,Kelly Steiner,20
